source_code,source_text,target_code,target_text
en,Subscriptions,ar,الاشتراكات
en,Duties,ar,الواجبات
en,Duties and taxes,ar,الرسوم والضرائب
en,"This order is being shipped from another country, so duties and taxes may be charged on delivery.",ar,يتم شحن هذا الطلب من دولة أخرى، لذا قد يتم فرض رسوم وضرائب عند التسليم.
en,May be charged on delivery,ar,قد يتم تحصيلها عند التسليم
en,Updated total price: %{totalPrice},ar,السعر الإجمالي المحدث: %{totalPrice}
en,Updated shipping method: %{shipping_method},ar,طريقة الشحن المحدثة: %{shipping_method}
en,Recurring Payments,ar,المدفوعات المتكررة
en,This order has a recurring charge for multiple items.,ar,يحتوي هذا الطلب على رسوم متكررة لعناصر متعددة.
en,Total due {{date}},ar,إجمالي المستحق {{date}}
en,Full price: %{price},ar,السعر الكامل: %{price}
en,Custom discount,ar,خصم مخصص
en,Show %{count} item,ar,عرض %{count} عنصر
en,Show %{count} items,ar,عرض %{count} من العناصر
en,Hide %{count} item,ar,إخفاء %{count} عنصر
en,Hide %{count} items,ar,إخفاء %{count} من العناصر
en,%{quantity} × %{product_title},ar,%{quantity} × %{product_title}
en,Add discount,ar,إضافة خصم
en,%{count} item,ar,%{count} عنصر
en,%{count} items,ar,%{count} من العناصر
en,Charged as %{amount_due},ar,تم تحصيلها كـ %{amount_due}
en,Delivery,ar,توصيل
en,Shipping method,ar,طريقة الشحن
en,One-time purchase,ar,شراء لمرة واحدة
en,First shipment,ar,الشحنة الأولى
en,First shipments,ar,الشحنات الأولى
en,Subscription,ar,الاشتراك
en,Recurring shipment,ar,شحنة متكررة
en,Recurring shipments,ar,الشحنات المتكررة
en,Subscription shipping,ar,شحن الإشتراك
en,Subscription local delivery,ar,الاشتراك التسليم المحلي
en,Subscription pickup,ar,تحصيل الاشتراك
en,Getting available shipping rates…,ar,جارٍ الحصول على أسعار الشحن المتوفرة…
en,Getting available pick up locations…,ar,جارٍ الحصول على مواقع الالتقاط المتاحة...
en,There are no shipping methods available for your cart or address,ar,لا توجد طرق شحن متاحة لسلة التسوق الخاصة بك أو عنوانك
en,At least one of your products is not available for pick up,ar,واحد على الأقل من منتجاتك غير متاح للاستلام
en,No shipping rates found for this address.,ar,لم يتم العثور على أسعار الشحن لهذا العنوان.
en,Contact us for more information,ar,اتصل بنا لمزيد من المعلومات
en,Free,ar,حر
en,Cheapest,ar,أرخص
en,Please enter your shipping information.,ar,الرجاء إدخال معلومات الشحن الخاصة بك.
en,%{count} business day,ar,%{count} يوم عمل
en,%{count} business days,ar,%{count} يوم عمل
en,%{minimum} to %{maximum} business days,ar,%{minimum} إلى %{maximum} يوم عمل
en,%{min_time}–%{max_time},ar,%{min_time}–%{max_time}
en,Estimated delivery %{time},ar,التسليم المقدر %{time}
en,Estimated delivery %{min_time}–%{max_time},ar,التسليم المقدر %{min_time}–%{max_time}
en,Same-day delivery %{time},ar,التسليم في نفس اليوم %{time}
en,Next-day delivery %{time},ar,التسليم في اليوم التالي %{time}
en,2-day delivery %{time},ar,التسليم خلال يومين %{time}
en,Delivery %{time},ar,موعد التسليم}
en,Arrives %{time},ar,الوصول %{time}
en,Arrives %{min_time}–%{max_time},ar,الوصول %{min_time}–%{max_time}
en,Estimated %{time},ar,يقدر %{time}
en,Estimated %{min_time}–%{max_time},ar,%{min_time} –%{max_time} المقدر
en,Ships in 1 business day,ar,يتم الشحن خلال يوم عمل واحد
en,Mobile phone number (required),ar,رقم الهاتف المحمول (مطلوب)
en,Your courier may use this number to contact you.,ar,قد يستخدم حامل البريد الخاص بك هذا الرقم للاتصال بك.
en,Mobile phone number,ar,رقم الهاتف المحمول
en,You may be contacted with updates on your delivery.,ar,قد يتم الاتصال بك للحصول على تحديثات بشأن التسليم الخاص بك.
en,Delivery instructions (optional),ar,تعليمات التسليم (اختياري)
en,Enter necessary information like door codes or drop-off instructions.,ar,أدخل المعلومات الضرورية مثل رموز الباب أو تعليمات التسليم.
en,No other methods available,ar,لا توجد طرق أخرى متاحة
en,%{count} other method available at,ar,%{count} طريقة أخرى متاحة على
en,%{count} other methods available starting at,ar,%{count} طرق أخرى متاحة بدءًا من
en,Was: %{original_amount}. Now: %{amount},ar,كان: %{original_amount}. الآن: %{amount}
en,Local delivery,ar,التسليم المحلي
en,Free shipping for %{count} more delivery,ar,شحن مجاني مقابل %{count} توصيل إضافي
en,Free shipping for %{count} more deliveries,ar,شحن مجاني لعدد %{count} من عمليات التسليم الإضافية
en,Free shipping for %{count} delivery,ar,شحن مجاني لتسليم %{count}.
en,Free shipping for %{count} deliveries,ar,شحن مجاني لـ %{count} من عمليات التسليم
en,"Free shipping for %{count} more delivery, then %{recurring_order_shipping_price}",ar,شحن مجاني مقابل %{count} توصيل إضافي، ثم %{recurring_order_shipping_price}
en,"Free shipping for %{count} more deliveries, then %{recurring_order_shipping_price}",ar,شحن مجاني لعدد %{count} من عمليات التسليم الإضافية، ثم %{recurring_order_shipping_price}
en,"Free shipping for %{count} delivery, then %{recurring_order_shipping_price}",ar,شحن مجاني مقابل توصيل %{count}، ثم %{recurring_order_shipping_price}
en,"Free shipping for %{count} deliveries, then %{recurring_order_shipping_price}",ar,شحن مجاني لعدد %{count} من عمليات التسليم، ثم %{recurring_order_shipping_price}
en,%{count} more delivery for %{shipping_price},ar,%{count} تسليم إضافي مقابل %{shipping_price}
en,%{count} more deliveries for %{shipping_price} each,ar,%{count} عمليات تسليم إضافية مقابل %{shipping_price} لكل منها
en,%{count} delivery for %{shipping_price},ar,%{count} تسليم مقابل %{shipping_price}
en,%{count} more deliveries for %{shipping_price} each,ar,%{count} عمليات تسليم إضافية مقابل %{shipping_price} لكل منها
en,"Free shipping for the first %{cycle}, followed by %{recurring_order_shipping_price}",ar,شحن مجاني لأول %{cycle}، متبوعًا بـ %{recurring_order_shipping_price}
en,"Free shipping for the first %{cycle}, followed by %{recurring_order_shipping_price}",ar,شحن مجاني لأول %{cycle}، متبوعًا بـ %{recurring_order_shipping_price}
en,%{shipping_price} for %{count} more delivery,ar,%{shipping_price} مقابل %{count} توصيل إضافي
en,%{shipping_price} for %{count} more deliveries (%{per_delivery_cost}),ar,%{shipping_price} مقابل %{count} عمليات تسليم إضافية (%{per_delivery_cost})
en,%{shipping_price} for %{count} delivery,ar,%{shipping_price} مقابل تسليم %{count}.
en,%{shipping_price} for %{count} deliveries (%{per_delivery_cost}),ar,%{shipping_price} مقابل %{count} عمليات تسليم (%{per_delivery_cost})
en,"%{shipping_price} for %{count} more delivery, followed by %{recurring_order_shipping_price}",ar,%{shipping_price} مقابل %{count} توصيل إضافي، متبوعًا بـ %{recurring_order_shipping_price}
en,"%{shipping_price} for %{count} more deliveries (%{per_delivery_cost}), followed by %{recurring_order_shipping_price}",ar,%{shipping_price} مقابل %{count} عمليات تسليم إضافية (%{per_delivery_cost})، متبوعة بـ %{recurring_order_shipping_price}
en,"%{shipping_price} for %{count} delivery, followed by %{recurring_order_shipping_price}",ar,%{shipping_price} مقابل تسليم %{count}، متبوعًا بـ %{recurring_order_shipping_price}
en,"%{shipping_price} for %{count} deliveries (%{per_delivery_cost}), followed by %{recurring_order_shipping_price}",ar,%{shipping_price} مقابل %{count} من عمليات التسليم (%{per_delivery_cost})، متبوعة بـ %{recurring_order_shipping_price}
en,Free shipping %{delivery_frequency},ar,شحن مجاني %{delivery_frequency}
en,for %{count} delivery,ar,لتسليم %{count}.
en,for %{count} deliveries,ar,بالنسبة لـ %{count} من عمليات التسليم
en,every day,ar,كل يوم
en,every %{count} days,ar,كل %{count} يوم
en,every week,ar,كل أسبوع
en,every %{count} weeks,ar,كل %{count} أسابيع
en,every month,ar,كل شهر
en,every %{count} months,ar,كل %{count} شهر
en,every year,ar,كل عام
en,every %{count} years,ar,كل %{count} سنة
en,%{shipping_price} per delivery,ar,%{shipping_price} لكل عملية تسليم
en,%{shipping_price} per delivery x %{delivery_interval_count},ar,%{shipping_price} لكل توصيل × %{delivery_interval_count}
en,"First shipping cost %{discounted_shipping_cost}, then %{frequency_description}",ar,تكلفة الشحن الأولى %{discounted_shipping_cost}، ثم %{frequency_description}
en,First shipping cost %{discounted_shipping_price} %{prepaid_delivery_frequency},ar,تكلفة الشحن الأولى %{discounted_shipping_price} %{prepaid_delivery_frequency}
en,First shipping cost %{discounted_shipping_price} %{prepaid_delivery_frequency} (%{discounted_cost_per_delivery}),ar,تكلفة الشحن الأولى %{discounted_shipping_price} %{prepaid_delivery_frequency} (%{discounted_cost_per_delivery})
en,"First shipping cost %{discounted_shipping_price} %{prepaid_delivery_frequency}, then %{shipping_price} %{billing_cycle}",ar,تكلفة الشحن الأولى %{discounted_shipping_price} %{prepaid_delivery_frequency}، ثم %{shipping_price} %{billing_cycle}
en,"First shipping cost %{discounted_shipping_price} %{prepaid_delivery_frequency} (%{discounted_cost_per_delivery}), then %{shipping_price} %{billing_cycle}",ar,تكلفة الشحن الأولى %{discounted_shipping_price} %{prepaid_delivery_frequency} (%{discounted_cost_per_delivery})، ثم %{shipping_price} %{billing_cycle}
en,Included,ar,متضمنة
en,followed by %{recurring_order_shipping_price},ar,متبوعًا بـ %{recurring_order_shipping_price}
en,"First order included, followed by %{recurring_order_shipping_price}",ar,تم تضمين الطلب الأول، متبوعًا بـ %{recurring_order_shipping_price}
en,"%{first_order_shipping_price} (%{per_delivery_price} per delivery), followed by %{recurring_order_shipping_price}",ar,%{first_order_shipping_price} (%{per_delivery_price} لكل توصيل)، متبوعًا بـ %{recurring_order_shipping_price}
en,First order free,ar,الطلب الأول مجاني
en,First %{count} orders free,ar,أول %{count} طلب مجاني
en,For first order,ar,للطلب الأول
en,For first %{count} orders,ar,لأول %{count} من الطلبات
en,One-time shipping,ar,الشحن لمرة واحدة
en,Duties and taxes,ar,الرسوم والضرائب
en,Shipping information is required. {{link}}.,ar,معلومات الشحن مطلوبة. {{link}}.
en,Enter your information here,ar,أدخل المعلومات الخاصة بك هنا
en,Searching for more rates…,ar,جارٍ البحث عن المزيد من الأسعار...
en,No other methods available,ar,لا توجد طرق أخرى متاحة
en,Pay on delivery,ar,الدفع عند التسليم
en,Additional fees may apply,ar,قد يتم تطبيق رسوم إضافية
en,Pay now,ar,ادفع الآن
en,No additional fees on delivery,ar,لا توجد رسوم إضافية عند التسليم
en,"%{firstMethod}, %{secondMethod}",ar,%{firstMethod}، %{secondMethod}
en,"%{rest}, %{current},",ar,%{rest}، %{current}،
en,%{rest} and %{current},ar,%{rest} و%{current}
en,This will also be used as your billing address for this order.,ar,سيتم استخدام هذا أيضًا كعنوان إرسال الفواتير لهذا الطلب.
en,Update address,ar,تحديث العنوان
en,Ship to,ar,سافر على متن سفينة لِـ
en,Use a different address,ar,استخدم عنوانًا مختلفًا
en,Add delivery instructions,ar,إضافة تعليمات التسليم
en,Edit,ar,يحرر
en,Delete,ar,يمسح
en,More actions for this address,ar,المزيد من الإجراءات لهذا العنوان
en,Edit address,ar,تحرير العنوان
en,Delete address,ar,حذف العنوان
en,Are you sure you want to delete this address from your account?,ar,هل أنت متأكد أنك تريد حذف هذا العنوان من حسابك؟
en,Set as default,ar,تعيين كافتراضي
en,Add address,ar,أضف عنوانًا
en,Save,ar,يحفظ
en,Cancel,ar,يلغي
en,There was a problem saving your address. Please try again.,ar,حدثت مشكلة أثناء حفظ عنوانك. يرجى المحاولة مرة أخرى.
en,Use a one-time address for this order,ar,استخدم عنوانًا لمرة واحدة لهذا الطلب
en,Enter a different shipping address to view available shipping methods,ar,أدخل عنوان شحن مختلفًا لعرض طرق الشحن المتاحة
en,Enter a valid shipping address to view available shipping methods,ar,أدخل عنوان شحن صالحًا لعرض طرق الشحن المتاحة
en,Enter a complete shipping address to view available shipping methods,ar,أدخل عنوان الشحن كاملاً لعرض طرق الشحن المتاحة
en,Select a complete shipping address to view available shipping methods,ar,حدد عنوان الشحن الكامل لعرض طرق الشحن المتاحة
en,Search for address,ar,البحث عن العنوان
en,Store location,ar,موقع المتجر
en,Shipping address is missing,ar,عنوان الشحن مفقود
en,%{quantity} items,ar,%{quantity} من العناصر
en,+%{quantity} more,ar,+%{quantity} أكثر
en,Shipment %{number} of %{total},ar,الشحنة %{number} من %{total}
en,Ships now,ar,السفن الآن
en,Ships later,ar,السفن في وقت لاحق
en,Ships %{date},ar,يتم الشحن %{date}
en,Shipped by %{shop_name},ar,تم الشحن بواسطة %{shop_name}
en,Multiple shipments,ar,شحنات متعددة
en,Method,ar,طريقة
en,Your order will arrive in %{quantity_shipments},ar,سيصل طلبك خلال %{quantity_shipments}
en,%{quantity} shipments,ar,%{quantity} شحنات
en,Your order will arrive in multiple shipments,ar,سوف يصل طلبك في شحنات متعددة
en,Your order will arrive in %{quantity} shipments,ar,سيصل طلبك في شحنات %{quantity}.
en,More shipping options,ar,المزيد من خيارات الشحن
en,Shipment %{number},ar,الشحنة %{number}
en,Quantity: %{quantity},ar,الكمية: %{quantity}
en,%{merchandise_title} ×%{quantity},ar,%{merchandise_title} ×%{quantity}
en,Free shipping,ar,ًالشحن مجانا
en,Lowest price,ar,أدنى سعر
en,Fastest,ar,الأسرع
en,Recommended,ar,مُستَحسَن
en,Custom,ar,مخصص
en,Additional information,ar,معلومات إضافية
en,Choose a card network,ar,اختر شبكة البطاقة
en,Amazon Pay,ar,أمازون الدفع
en,You will be asked to login with Amazon.,ar,سيُطلب منك تسجيل الدخول باستخدام أمازون.
en,Log out from Amazon Pay,ar,تسجيل الخروج من أمازون باي
en,The selected payment method could not be used. Select a different method or contact your bank or card issuer.,ar,لا يمكن استخدام طريقة الدفع المحددة. حدد طريقة مختلفة أو اتصل بالبنك أو جهة إصدار البطاقة.
en,Your payment couldn't be completed. Try a different payment method or contact your bank or card issuer.,ar,لا يمكن إكمال دفعتك. جرّب طريقة دفع مختلفة أو اتصل بالبنك أو جهة إصدار البطاقة.
en,There was an issue processing your payment. Try again or use a different payment method.,ar,حدثت مشكلة أثناء معالجة دفعتك. حاول مرة أخرى أو استخدم طريقة دفع مختلفة.
en,Payment,ar,قسط
en,Payment due:,ar,الدفع المستحق:
en,Apply Discount Code,ar,تطبيق رمز الخصم
en,Gift card code,ar,رمز بطاقة الهدايا
en,Apply,ar,يتقدم
en,Balance:,ar,توازن:
en,and more…,ar,وأكثر…
en,Detected card brand: {brand},ar,العلامة التجارية للبطاقة التي تم اكتشافها: {brand}
en,Save your credit card,ar,احفظ بطاقتك الائتمانية
en,Log in or create an account to save your credit card for future purchases.,ar,قم بتسجيل الدخول أو إنشاء حساب لحفظ بطاقتك الائتمانية لعمليات الشراء المستقبلية.
en,Log in,ar,تسجيل الدخول
en,Save this credit card to my account for a faster checkout,ar,احفظ بطاقة الائتمان هذه في حسابي لإجراء عملية دفع أسرع
en,Card number,ar,رقم البطاقة
en,Card number,ar,رقم البطاقة
en,Pay with:,ar,الدفع باستخدام:
en,All transactions are secure and encrypted.,ar,جميع المعاملات آمنة ومشفرة.
en,We need your details for future payments. All transactions are secure and encrypted.,ar,نحن بحاجة إلى التفاصيل الخاصة بك للمدفوعات المستقبلية. جميع المعاملات آمنة ومشفرة.
en,All transactions are secure and encrypted. Credit card information is never stored.,ar,جميع المعاملات آمنة ومشفرة. لا يتم تخزين معلومات بطاقة الائتمان أبدًا.
en,Name on card,ar,الاسم على البطاقة
en,Name on card,ar,الاسم على البطاقة
en,Nickname (optional),ar,اللقب (اختياري)
en,Expired,ar,منتهي الصلاحية
en,Expiration date (MM / YY),ar,تاريخ انتهاء الصلاحية (شهر / سنة)
en,Expiration date (MM / YY),ar,تاريخ انتهاء الصلاحية (شهر / سنة)
en,Start month,ar,بداية الشهر
en,Start year,ar,بداية السنة
en,Remove this payment card?,ar,هل تريد إزالة بطاقة الدفع هذه؟
en,"If you remove this card, you'll need to add it again before using it for payments.",ar,إذا قمت بإزالة هذه البطاقة، فسوف تحتاج إلى إضافتها مرة أخرى قبل استخدامها لإجراء الدفعات.
en,Remove card,ar,قم بإزالة البطاقة
en,Cancel,ar,يلغي
en,Security code,ar,رمز الأمان
en,Security code,ar,رمز الأمان
en,"For verification purposes, enter your card's security code.",ar,لأغراض التحقق، أدخل رمز الأمان الخاص ببطاقتك.
en,"Card expiration date in format: month, month, year, year",ar,تاريخ انتهاء البطاقة بالتنسيق: شهر، شهر، سنة، سنة
en,Expiration month,ar,شهر انتهاء الصلاحية
en,Expiration year,ar,سنة انتهاء الصلاحية
en,3-digit security code usually found on the back of your card. American Express cards have a 4-digit code located on the front.,ar,عادةً ما يوجد رمز الحماية المكون من 3 أرقام على ظهر بطاقتك. تحتوي بطاقات أمريكان إكسبريس على رمز مكون من 4 أرقام موجود في الجهة الأمامية.
en,4-digit security code on the front of your card,ar,رمز الحماية المكون من 4 أرقام الموجود على مقدمة بطاقتك
en,3-digit security code on the back of your card,ar,رمز الأمان المكون من 3 أرقام الموجود على ظهر بطاقتك
en,Issue date (MM / YY),ar,تاريخ الإصدار (شهر / سنة)
en,Issue date (MM / YY),ar,تاريخ الإصدار (شهر / سنة)
en,Issue number,ar,رقم الإصدار
en,Issue number,ar,رقم الإصدار
en,Change,ar,يتغير
en,Update card,ar,تحديث البطاقة
en,Disconnect,ar,قطع الاتصال
en,ending with %{last_digits},ar,تنتهي بـ %{last_digits}
en,•••• %{last_digits},ar,•••• %{last_digits}
en,Payment method saved,ar,تم حفظ طريقة الدفع
en,Card saved for this location,ar,تم حفظ البطاقة لهذا الموقع
en,(Expires %{month}/%{year}),ar,(تنتهي %{month}/%{year})
en,(Exp %{month}/%{year}),ar,(التجربة %{month}/%{year})
en,Saved by %{payment_method},ar,تم الحفظ بواسطة %{payment_method}
en,Pay with %{payment_method},ar,ادفع باستخدام %{payment_method}
en,Use a different credit card,ar,استخدم بطاقة ائتمان مختلفة
en,Same as shipping address,ar,نفس عنوان الشحن
en,Use a different billing address,ar,استخدم عنوانًا مختلفًا لإرسال الفواتير
en,Use address associated with payment method,ar,استخدم العنوان المرتبط بطريقة الدفع
en,"If you wish to change your billing address, please remove and re-enter your credit card details",ar,إذا كنت ترغب في تغيير عنوان إرسال الفواتير الخاص بك، يرجى إزالة تفاصيل بطاقتك الائتمانية وإعادة إدخالها
en,You won't be charged for a free order,ar,لن يتم تحصيل رسوم منك مقابل الطلب المجاني
en,Your order is covered by your gift card.,ar,يتم تغطية طلبك بواسطة بطاقة الهدايا الخاصة بك.
en,Your order is covered by your gift cards.,ar,يتم تغطية طلبك من خلال بطاقات الهدايا الخاصة بك.
en,"After clicking “%{button_label}”, you will be redirected to %{gateway_label} to complete your purchase securely.",ar,"بعد النقر على ""%{button_label}""، ستتم إعادة توجيهك إلى %{gateway_label} لإكمال عملية الشراء بشكل آمن."
en,"After you review your order, you will be redirected to %{gateway_label} to complete your purchase securely.",ar,بعد مراجعة طلبك، ستتم إعادة توجيهك إلى %{gateway_label} لإكمال عملية الشراء بشكل آمن.
en,%{gateway_label} total %{total_shop_price},ar,%{gateway_label} إجمالي %{total_shop_price}
en,"After continuing, you will be redirected to %{gateway_label} to complete your purchase securely.",ar,بعد المتابعة، ستتم إعادة توجيهك إلى %{gateway_label} لإكمال عملية الشراء بشكل آمن.
en,"After placing your order, you will receive payment details. Make the payment at Multibanco or online within %{due_days} days.",ar,بعد تقديم طلبك، سوف تتلقى تفاصيل الدفع. قم بالدفع في Multibanco أو عبر الإنترنت خلال %{due_days} يوم.
en,Billing address,ar,عنوان إرسال الفواتير
en,Select the address that matches your card or payment method.,ar,حدد العنوان الذي يتوافق مع بطاقتك أو طريقة الدفع الخاصة بك.
en,Enter the address that matches your card or payment method.,ar,أدخل العنوان الذي يطابق بطاقتك أو طريقة الدفع الخاصة بك.
en,You will be redirected to add your payment information.,ar,ستتم إعادة توجيهك لإضافة معلومات الدفع الخاصة بك.
en,Field container for:,ar,حاوية ميدانية لـ:
en,There was a problem processing the payment. Try refreshing this page or check your internet connection.,ar,حدثت مشكلة أثناء معالجة الدفع. حاول تحديث هذه الصفحة أو التحقق من اتصالك بالإنترنت.
en,Payments can’t be processed right now because of a technical issue. Try again in a few minutes.,ar,لا يمكن معالجة الدفعات الآن بسبب مشكلة فنية. حاول مرة أخرى خلال بضع دقائق.
en,This store can’t accept payments right now.,ar,لا يمكن لهذا المتجر قبول المدفوعات في الوقت الحالي.
en,This store can’t accept payments right now.,ar,لا يمكن لهذا المتجر قبول المدفوعات في الوقت الحالي.
en,Enter your card details to complete the payment,ar,أدخل تفاصيل بطاقتك لإتمام عملية الدفع
en,iDEAL is not available for this order. Choose another payment method.,ar,iDEAL غير متوفر لهذا الطلب. اختر طريقة دفع أخرى.
en,Payment method not available for selected shipping address. Choose another payment method.,ar,طريقة الدفع غير متاحة لعنوان الشحن المحدد. اختر طريقة دفع أخرى.
en,This payment method isn't available for your billing address and currency. Please try a different payment method.,ar,طريقة الدفع هذه غير متاحة لعنوان إرسال الفواتير والعملة الخاصة بك. يرجى تجربة طريقة دفع مختلفة.
en,Your payment details couldn’t be verified. Check your card details and try again.,ar,لا يمكن التحقق من تفاصيل الدفع الخاصة بك. تحقق من تفاصيل بطاقتك وحاول مرة أخرى.
en,Sofort bank transfer,ar,تحويل بنكي من سوفورت
en,PayPal,ar,باي بال
en,PayPal Wallet,ar,محفظة باي بال
en,Shop Pay Installments,ar,متجر دفع الأقساط
en,Subscription,ar,الاشتراك
en,"Total may not include taxes, shipping, deferred charges, and some discounts. Continue to checkout for the amount due today.",ar,قد لا يشمل الإجمالي الضرائب والشحن والرسوم المؤجلة وبعض الخصومات. استمر في الخروج للحصول على المبلغ المستحق اليوم.
en,Klarna,ar,كلارنا
en,Pay later with Klarna,ar,ادفع لاحقًا مع Klarna
en,Pay now with Klarna,ar,ادفع الآن مع كلارنا
en,Bancontact,ar,بانكونتاكت
en,Giropay,ar,جيروباي
en,Multibanco,ar,مولتيبانكو
en,eps-Überweisung,ar,eps-Überweisung
en,Finance with Klarna,ar,التمويل مع كلارنا
en,iDEAL,ar,مثالي
en,Bank,ar,بنك
en,Afterpay,ar,الدفع اللاحق
en,Cash App Pay,ar,تطبيق الدفع النقدي
en,Przelewy24,ar,برزيلوي24
en,Blik,ar,بليك
en,TWINT,ar,توينت
en,MobilePay,ar,MobilePay
en,Swish,ar,حفيف
en,Vipps,ar,فيبس
en,GrabPay,ar,GrabPay
en,KCP Credit Card,ar,بطاقة الائتمان KCP
en,Changing the payment method will update your subscription and future recurring payments.,ar,سيؤدي تغيير طريقة الدفع إلى تحديث اشتراكك والمدفوعات المتكررة المستقبلية.
en,"One or more items in your cart is a deferred or subscription purchase. By continuing with your payment, you agree that your payment method will automatically be charged at the price and frequency listed on this page until it ends or you cancel. All cancellations are subject to the %{cancelled}.",ar,هناك عنصر واحد أو أكثر في سلة التسوق الخاصة بك عبارة عن عملية شراء مؤجلة أو شراء اشتراك. من خلال الاستمرار في الدفع، فإنك توافق على أنه سيتم تحصيل الرسوم من طريقة الدفع الخاصة بك تلقائيًا بالسعر والتكرار المذكورين في هذه الصفحة حتى تنتهي أو تقوم بالإلغاء. تخضع كافة عمليات الإلغاء إلى %{cancelled}.
en,cancellation policy,ar,سياسة الإلغاء
en,Subscription agreement,ar,اتفاقية الاشتراك
en,"One or more items in your cart is a deferred or recurring purchase. By continuing with your payment, you agree that your payment method will automatically be charged at the price and frequency listed on this page until it ends or you cancel. All cancellations are subject to the  %{cancellation_policy_label}.",ar,يعتبر عنصر واحد أو أكثر في سلة التسوق الخاصة بك بمثابة عملية شراء مؤجلة أو متكررة. من خلال الاستمرار في الدفع، فإنك توافق على أنه سيتم تحصيل الرسوم من طريقة الدفع الخاصة بك تلقائيًا بالسعر والتكرار المذكورين في هذه الصفحة حتى تنتهي أو تقوم بالإلغاء. تخضع جميع عمليات الإلغاء إلى %{cancellation_policy_label}.
en,"By continuing with your payment, you agree to the future charges listed on this page and the cancellation policy.",ar,من خلال الاستمرار في الدفع، فإنك توافق على الرسوم المستقبلية المدرجة في هذه الصفحة وسياسة الإلغاء.
en,Select a currency option,ar,حدد خيار العملة
en,This store can't accept real orders or real payments.,ar,لا يمكن لهذا المتجر قبول الطلبات الحقيقية أو المدفوعات الحقيقية.
en,Getting available payment methods...,ar,جارٍ الحصول على طرق الدفع المتاحة...
en,Your payment couldn't be completed. Try again or use a different payment method.,ar,لا يمكن إكمال دفعتك. حاول مرة أخرى أو استخدم طريقة دفع مختلفة.
en,Taxes not included,ar,الضرائب غير متضمنة
en,"Taxes won’t be charged on this order. Once you’ve collected payment, taxes can no longer be added.",ar,لن يتم فرض الضرائب على هذا الطلب. بمجرد تحصيل الدفع، لم يعد من الممكن إضافة الضرائب.
en,Click to connect your PayPal account,ar,انقر لربط حساب PayPal الخاص بك
en,Click to connect your Apple Pay account,ar,انقر لتوصيل حساب Apple Pay الخاص بك
en,Apple Pay is not available in this browser. To connect your Apple Pay account you'll need to use Safari on an Apple device.,ar,Apple Pay غير متوفر في هذا المتصفح. لتوصيل حساب Apple Pay الخاص بك، ستحتاج إلى استخدام Safari على جهاز Apple.
en,Click to connect with your Google Pay account,ar,انقر للاتصال بحساب Google Pay الخاص بك
en,Error authorizing payment,ar,حدث خطأ أثناء السماح بالدفع
en,Account connected.,ar,تم ربط الحساب.
en,Your payment of %{amount_due} is due on %{due_date}.,ar,إن دفعتك البالغة %{amount_due} مستحقة في %{due_date}.
en,Your payment of %{amount_due} is due.,ar,لقد حان موعد دفع %{amount_due}.
en,"Make your payment at Multibanco or online using the details below. For questions or to update payment details, %{contact_us}.",ar,قم بالدفع في Multibanco أو عبر الإنترنت باستخدام التفاصيل أدناه. للأسئلة أو لتحديث تفاصيل الدفع، %{contact_us}.
en,Entity,ar,كيان
en,Reference,ar,مرجع
en,Amount,ar,كمية
en,Find Nearest ATM,ar,البحث عن أقرب أجهزة الصراف الآلي
en,Update payment method,ar,تحديث طريقة الدفع
en,Your order is covered by your store credit.,ar,يتم تغطية طلبك من خلال رصيد متجرك.
en,Your order is covered.,ar,طلبك مغطى.
en,Store credit,ar,تخزين الائتمان
en,Apply store credit,ar,تطبيق الائتمان المتجر
en,Add store credit,ar,إضافة رصيد المتجر
en,Manage store credit,ar,إدارة الائتمان المتجر
en,You can’t use store credit to buy a gift card,ar,لا يمكنك استخدام رصيد المتجر لشراء بطاقة هدايا
en,You can’t use store credit with deferred purchase options,ar,لا يمكنك استخدام رصيد المتجر مع خيارات الشراء المؤجلة
en,Clear,ar,واضح
en,Your payment method’s billing address must match the shipping address.,ar,يجب أن يتطابق عنوان إرسال الفواتير الخاص بطريقة الدفع الخاصة بك مع عنوان الشحن.
en,Use shipping address as billing address,ar,استخدم عنوان الشحن كعنوان إرسال الفواتير
en,Location billing address,ar,عنوان إرسال الفواتير الموقع
en,Billing address,ar,عنوان إرسال الفواتير
en,Location shipping address,ar,عنوان الشحن الموقع
en,Use order billing address,ar,استخدم عنوان إرسال فواتير الطلب
en,Use location billing address,ar,استخدام عنوان إرسال الفواتير الموقع
en,Use location shipping address,ar,استخدام عنوان الشحن الموقع
en,This store can’t accept payments right now. Refresh this page or come back later.,ar,لا يمكن لهذا المتجر قبول المدفوعات في الوقت الحالي. قم بتحديث هذه الصفحة أو قم بالعودة لاحقًا.
en,This store doesn't accept {{brand}}. Please use a different card to pay.,ar,هذا المتجر لا يقبل {{brand}}. يرجى استخدام بطاقة مختلفة للدفع.
en,Available shipping methods have been updated. Confirm your choice before checking out.,ar,تم تحديث طرق الشحن المتاحة. قم بتأكيد اختيارك قبل الخروج.
en,Update the phone number in your billing address for {{label}} {{last_digits}} to continue.,ar,قم بتحديث رقم الهاتف في عنوان إرسال الفواتير الخاص بك لـ {{label}} {{last_digits}} للمتابعة.
en,Update the phone number in your billing address to continue.,ar,قم بتحديث رقم الهاتف في عنوان إرسال الفواتير الخاص بك للمتابعة.
