source_code,source_text,target_code,target_text
en,{{depositAmount}} is due today. The balance will be due later.,pt-BR,{{depositAmount}} vence hoje. O saldo será devido posteriormente.
en,{{depositAmount}} is due today. The balance will be due on {{dueDate}}.,pt-BR,{{depositAmount}} vence hoje. O saldo será devido em {{dueDate}}.
en,Your payment will be due once your order is confirmed.,pt-BR,Seu pagamento será devido assim que seu pedido for confirmado.
en,Your card will be charged once your order is confirmed.,pt-BR,Seu cartão será cobrado assim que seu pedido for confirmado.
en,You’ll be on {{translatedName}} terms once your order is confirmed.,pt-BR,Você estará em condições de {{translatedName}} assim que seu pedido for confirmado.
en,Your payment will be due once your order has been confirmed and fulfilled.,pt-BR,Seu pagamento será devido assim que seu pedido for confirmado e processado.
en,{{depositAmount}} will be due when your order is confirmed. The balance will be on {{translatedName}} terms.,pt-BR,{{depositAmount}} será devido quando seu pedido for confirmado. O saldo será nos termos de {{translatedName}}.
en,{{depositAmount}} will be due when your order is confirmed. The balance will be once your order is fulfilled.,pt-BR,{{depositAmount}} será devido quando seu pedido for confirmado. O saldo será assim que seu pedido for atendido.
en,Thank you for your purchase!,pt-BR,Obrigado pela sua compra!
en,A confirmation email has been sent to %{email},pt-BR,Um e-mail de confirmação foi enviado para %{email}
en,Continue shopping,pt-BR,Continuar comprando
en,Print receipt,pt-BR,Imprimir recibo
en,Payment information,pt-BR,Informações de pagamento
en,Shipping information,pt-BR,Informações de envio
en,"Thank you, %{display_name}!",pt-BR,"Obrigado, %{display_name}!"
en,Thank you!,pt-BR,Obrigado!
en,PO number #%{purchase_order_number},pt-BR,Número do pedido #%{purchase_order_number}
en,Order canceled,pt-BR,Pedido cancelado
en,There’s a problem with your payment,pt-BR,Há um problema com seu pagamento
en,Order details,pt-BR,Detalhes do pedido
en,Contact information,pt-BR,Informações de contato
en,Billing address,pt-BR,Endereço de Cobrança
en,Location,pt-BR,Localização
en,Shipping address,pt-BR,Endereço para envio
en,Google map displaying pin point of shipping address: %{address},pt-BR,Mapa do Google exibindo o ponto de identificação do endereço de entrega: %{address}
en,Payment method,pt-BR,Método de pagamento
en,Shipping method,pt-BR,Método de envio
en,Tracking number:,pt-BR,Número de rastreamento:
en,%{company} tracking number:,pt-BR,Número de rastreamento de %{company}:
en,Re-order the same items,pt-BR,Reordenar os mesmos itens
en,Confirmed,pt-BR,Confirmado
en,"If you didn’t receive it, resend the text or contact us.",pt-BR,"Se você não recebeu, reenvie o texto ou entre em contato conosco."
en,"If you didn’t receive it, resend the email or contact us.",pt-BR,"Se você não recebeu, reenvie o e-mail ou entre em contato conosco."
en,Gift cards,pt-BR,Cartões-presente
en,Resend gift cards,pt-BR,Reenviar vales-presente
en,Your order is confirmed,pt-BR,Seu pedido foi confirmado
en,Your payment is confirmed,pt-BR,Seu pagamento foi confirmado
en,Your order has been submitted for review,pt-BR,Seu pedido foi enviado para análise
en,Your payment is being processed,pt-BR,Seu pagamento está sendo processado
en,Your order was received,pt-BR,Seu pedido foi recebido
en,Your payment couldn’t be processed,pt-BR,Não foi possível processar seu pagamento
en,You’ll receive a confirmation email with your order number shortly.,pt-BR,Você receberá um e-mail de confirmação com o número do seu pedido em breve.
en,You’ll receive a confirmation text with your order number shortly.,pt-BR,Você receberá um texto de confirmação com o número do seu pedido em breve.
en,You’ll receive a confirmation email with your order number shortly.,pt-BR,Você receberá um e-mail de confirmação com o número do seu pedido em breve.
en,You made a payment on your order %{date}.,pt-BR,Você efetuou um pagamento no seu pedido %{date}.
en,You made a payment on your order %{date}.,pt-BR,Você efetuou um pagamento no seu pedido %{date}.
en,You made a payment on your order %{date}.,pt-BR,Você efetuou um pagamento no seu pedido %{date}.
en,You’ll receive an email when your order is ready for pickup.,pt-BR,Você receberá um e-mail quando seu pedido estiver pronto para retirada.
en,You’ll receive a text when your order is ready for pickup.,pt-BR,Você receberá uma mensagem quando seu pedido estiver pronto para retirada.
en,You’ll receive an email when your order is ready for pickup.,pt-BR,Você receberá um e-mail quando seu pedido estiver pronto para retirada.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,We’ll let you know if we need more information or when your order is confirmed.,pt-BR,Avisaremos se precisarmos de mais informações ou quando seu pedido for confirmado.
en,We’ll let you know if we need more information or when your order is confirmed.,pt-BR,Avisaremos se precisarmos de mais informações ou quando seu pedido for confirmado.
en,We’ll let you know if we need more information or when your order is confirmed.,pt-BR,Avisaremos se precisarmos de mais informações ou quando seu pedido for confirmado.
en,You weren’t charged for your order. Return to your cart to review your order and pay again.,pt-BR,Você não foi cobrado pelo seu pedido. Volte ao carrinho para revisar seu pedido e pagar novamente.
en,You weren’t charged for your order. Return to your cart to review your order and pay again.,pt-BR,Você não foi cobrado pelo seu pedido. Volte ao carrinho para revisar seu pedido e pagar novamente.
en,You weren’t charged for your order. Return to your cart to review your order and pay again.,pt-BR,Você não foi cobrado pelo seu pedido. Volte ao carrinho para revisar seu pedido e pagar novamente.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,You’ll receive a confirmation email with your order number shortly.,pt-BR,Você receberá um e-mail de confirmação com o número do seu pedido em breve.
en,You’ll receive a confirmation email with your order number shortly.,pt-BR,Você receberá um e-mail de confirmação com o número do seu pedido em breve.
en,You’ll receive a confirmation email with your order number shortly.,pt-BR,Você receberá um e-mail de confirmação com o número do seu pedido em breve.
en,You’ll receive a confirmation email with your order number shortly.,pt-BR,Você receberá um e-mail de confirmação com o número do seu pedido em breve.
en,You’ll receive a confirmation email with your order number shortly.,pt-BR,Você receberá um e-mail de confirmação com o número do seu pedido em breve.
en,You’ll receive a confirmation email with your order number shortly.,pt-BR,Você receberá um e-mail de confirmação com o número do seu pedido em breve.
en,You’ll receive a confirmation text with your order number shortly.,pt-BR,Você receberá um texto de confirmação com o número do seu pedido em breve.
en,You’ll receive a confirmation text with your order number shortly.,pt-BR,Você receberá um texto de confirmação com o número do seu pedido em breve.
en,You’ll receive a confirmation text with your order number shortly.,pt-BR,Você receberá um texto de confirmação com o número do seu pedido em breve.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,"After completing your payment, you’ll receive a confirmation email with your order number.",pt-BR,"Após concluir o pagamento, você receberá um e-mail de confirmação com o número do seu pedido."
en,"After completing your payment, you’ll receive a confirmation email with your order number.",pt-BR,"Após concluir o pagamento, você receberá um e-mail de confirmação com o número do seu pedido."
en,"After completing your payment, you’ll receive a confirmation email with your order number.",pt-BR,"Após concluir o pagamento, você receberá um e-mail de confirmação com o número do seu pedido."
en,"After completing your payment, you’ll receive a confirmation email with your order number.",pt-BR,"Após concluir o pagamento, você receberá um e-mail de confirmação com o número do seu pedido."
en,"After completing your payment, you’ll receive a confirmation email with your order number.",pt-BR,"Após concluir o pagamento, você receberá um e-mail de confirmação com o número do seu pedido."
en,"After completing your payment, you’ll receive a confirmation email with your order number.",pt-BR,"Após concluir o pagamento, você receberá um e-mail de confirmação com o número do seu pedido."
en,"After completing your payment, you’ll receive a confirmation text with your order number.",pt-BR,"Após concluir o pagamento, você receberá um texto de confirmação com o número do seu pedido."
en,"After completing your payment, you’ll receive a confirmation text with your order number.",pt-BR,"Após concluir o pagamento, você receberá um texto de confirmação com o número do seu pedido."
en,"After completing your payment, you’ll receive a confirmation text with your order number.",pt-BR,"Após concluir o pagamento, você receberá um texto de confirmação com o número do seu pedido."
en,Your payment is being processed. You'll get an email when your payment is confirmed.,pt-BR,Seu pagamento está sendo processado. Você receberá um e-mail quando seu pagamento for confirmado.
en,You’ll receive an email when your order is ready.,pt-BR,Você receberá um e-mail quando seu pedido estiver pronto.
en,You may receive a text when your order is ready.,pt-BR,Você poderá receber uma mensagem de texto quando seu pedido estiver pronto.
en,You’ll receive an email when your order is ready.,pt-BR,Você receberá um e-mail quando seu pedido estiver pronto.
en,You made a payment on your order %{date}.,pt-BR,Você efetuou um pagamento no seu pedido %{date}.
en,You made a payment on your order %{date}.,pt-BR,Você efetuou um pagamento no seu pedido %{date}.
en,You made a payment on your order %{date}.,pt-BR,Você efetuou um pagamento no seu pedido %{date}.
en,You’ll receive an email when your order is ready for pickup.,pt-BR,Você receberá um e-mail quando seu pedido estiver pronto para retirada.
en,You’ll receive a text when your order is ready for pickup.,pt-BR,Você receberá uma mensagem quando seu pedido estiver pronto para retirada.
en,You’ll receive an email and text when your order is ready for pickup.,pt-BR,Você receberá um e-mail e uma mensagem de texto quando seu pedido estiver pronto para retirada.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,You’ll get a confirmation email soon. Track your order using the Shop app.,pt-BR,Você receberá um e-mail de confirmação em breve. Acompanhe seu pedido usando o aplicativo Shop.
en,You’ll get a confirmation email soon. Track your order using the Shop app.,pt-BR,Você receberá um e-mail de confirmação em breve. Acompanhe seu pedido usando o aplicativo Shop.
en,You’ll get a confirmation email soon. Track your order using the Shop app.,pt-BR,Você receberá um e-mail de confirmação em breve. Acompanhe seu pedido usando o aplicativo Shop.
en,You’ll get a confirmation email soon. Track your order using the Shop app.,pt-BR,Você receberá um e-mail de confirmação em breve. Acompanhe seu pedido usando o aplicativo Shop.
en,You’ll get a confirmation email soon. Track your order using the Shop app.,pt-BR,Você receberá um e-mail de confirmação em breve. Acompanhe seu pedido usando o aplicativo Shop.
en,You’ll get a confirmation email soon. Track your order using the Shop app.,pt-BR,Você receberá um e-mail de confirmação em breve. Acompanhe seu pedido usando o aplicativo Shop.
en,You’ll get a confirmation text soon. Track your order using the Shop app.,pt-BR,Você receberá um texto de confirmação em breve. Acompanhe seu pedido usando o aplicativo Shop.
en,You’ll get a confirmation text soon. Track your order using the Shop app.,pt-BR,Você receberá um texto de confirmação em breve. Acompanhe seu pedido usando o aplicativo Shop.
en,You’ll get a confirmation text soon. Track your order using the Shop app.,pt-BR,Você receberá um texto de confirmação em breve. Acompanhe seu pedido usando o aplicativo Shop.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,Contact us by email or phone to receive an order confirmation.,pt-BR,Contacte-nos por e-mail ou telefone para receber a confirmação do pedido.
en,"After completing your payment, you’ll get a confirmation email. Track your order using the Shop app.",pt-BR,"Após concluir seu pagamento, você receberá um e-mail de confirmação. Acompanhe seu pedido usando o aplicativo Shop."
en,"After completing your payment, you’ll get a confirmation email. Track your order using the Shop app.",pt-BR,"Após concluir seu pagamento, você receberá um e-mail de confirmação. Acompanhe seu pedido usando o aplicativo Shop."
en,"After completing your payment, you’ll get a confirmation email. Track your order using the Shop app.",pt-BR,"Após concluir seu pagamento, você receberá um e-mail de confirmação. Acompanhe seu pedido usando o aplicativo Shop."
en,"After completing your payment, you’ll get a confirmation email. Track your order using the Shop app.",pt-BR,"Após concluir seu pagamento, você receberá um e-mail de confirmação. Acompanhe seu pedido usando o aplicativo Shop."
en,"After completing your payment, you’ll get a confirmation email. Track your order using the Shop app.",pt-BR,"Após concluir seu pagamento, você receberá um e-mail de confirmação. Acompanhe seu pedido usando o aplicativo Shop."
en,"After completing your payment, you’ll get a confirmation email. Track your order using the Shop app.",pt-BR,"Após concluir seu pagamento, você receberá um e-mail de confirmação. Acompanhe seu pedido usando o aplicativo Shop."
en,"After completing your payment, you’ll get a confirmation text. Track your order using the Shop app.",pt-BR,"Após concluir seu pagamento, você receberá um texto de confirmação. Acompanhe seu pedido usando o aplicativo Shop."
en,"After completing your payment, you’ll get a confirmation text. Track your order using the Shop app.",pt-BR,"Após concluir seu pagamento, você receberá um texto de confirmação. Acompanhe seu pedido usando o aplicativo Shop."
en,"After completing your payment, you’ll get a confirmation text. Track your order using the Shop app.",pt-BR,"Após concluir seu pagamento, você receberá um texto de confirmação. Acompanhe seu pedido usando o aplicativo Shop."
en,You weren’t charged for your order. Return to your cart to review your order and pay again.,pt-BR,Você não foi cobrado pelo seu pedido. Volte ao carrinho para revisar seu pedido e pagar novamente.
en,You weren’t charged for your order. Return to your cart to review your order and pay again.,pt-BR,Você não foi cobrado pelo seu pedido. Volte ao carrinho para revisar seu pedido e pagar novamente.
en,You weren’t charged for your order. Return to your cart to review your order and pay again.,pt-BR,Você não foi cobrado pelo seu pedido. Volte ao carrinho para revisar seu pedido e pagar novamente.
en,We’re getting your order ready for delivery.,pt-BR,Estamos preparando seu pedido para entrega.
en,We’re getting your order ready.,pt-BR,Estamos preparando seu pedido.
en,We're getting your order ready.,pt-BR,Estamos preparando seu pedido.
en,You’ll get shipping and delivery updates by email.,pt-BR,Você receberá atualizações de envio e entrega por e-mail.
en,You may get shipping and delivery updates by text.,pt-BR,Você pode receber atualizações de envio e entrega por mensagem de texto.
en,You’ll get shipping and delivery updates by email.,pt-BR,Você receberá atualizações de envio e entrega por e-mail.
en,Choose how you want to get shipping updates.,pt-BR,Escolha como deseja receber atualizações de envio.
en,Please return your attention back to the sales associate.,pt-BR,Volte sua atenção para o vendedor.
en,You’ll receive a confirmation email with your order number and details of your installment schedule shortly.,pt-BR,Em breve você receberá um e-mail de confirmação com o número do seu pedido e detalhes do cronograma de parcelamento.
en,Your order is confirmed,pt-BR,Seu pedido foi confirmado
en,"We’ve accepted your order, and we’re getting it ready. Come back to this page for updates on your shipment status.",pt-BR,Aceitamos seu pedido e estamos preparando-o. Volte a esta página para obter atualizações sobre o status da sua remessa.
en,Your order is ready for pickup,pt-BR,Seu pedido está pronto para retirada
en,Your order is ready for pickup. Please bring your order confirmation when you pick up your order.,pt-BR,"Seu pedido está pronto para retirada. Por favor, traga a confirmação do pedido quando você retirar seu pedido."
en,Your order is ready for delivery,pt-BR,Seu pedido está pronto para entrega
en,We’ve prepared your order.,pt-BR,Preparamos seu pedido.
en,Order updates,pt-BR,Atualizações de pedidos
en,You'll receive a text with a link to the Shop app to help track your order.,pt-BR,Você receberá uma mensagem de texto com um link para o aplicativo Shop para ajudar a rastrear seu pedido.
en,Updates will be sent to %{customer_contact},pt-BR,As atualizações serão enviadas para %{customer_contact}
en,On its way,pt-BR,A caminho
en,Your order is on its way,pt-BR,Seu pedido está a caminho
en,You'll receive updates on its progress.,pt-BR,Você receberá atualizações sobre seu progresso.
en,You should receive your order in the next %{number} days.,pt-BR,Você deverá receber seu pedido nos próximos %{number} dias.
en,You should receive your order today.,pt-BR,Você deve receber seu pedido hoje.
en,You should receive your order in the next day.,pt-BR,Você deverá receber seu pedido no dia seguinte.
en,There is no tracking number for this order.,pt-BR,Não há número de rastreamento para este pedido.
en,Out for delivery,pt-BR,Saiu para entrega
en,Your order is out for delivery,pt-BR,Seu pedido já saiu para entrega
en,"Your order is on its way and should arrive today. If it’s not delivered in the next 2 days, %{contact_us}.",pt-BR,"Seu pedido está a caminho e deve chegar hoje. Se não for entregue nos próximos 2 dias, %{contact_us}."
en,Your order is out for delivery,pt-BR,Seu pedido já saiu para entrega
en,Your order will arrive soon.,pt-BR,Seu pedido chegará em breve.
en,Attempted delivery,pt-BR,Tentativa de entrega
en,An attempt was made to deliver your order,pt-BR,Foi feita uma tentativa de entrega do seu pedido
en,An attempt was made to deliver your order but it was unsuccessful. %{contact_us} to arrange another delivery attempt.,pt-BR,"Foi feita uma tentativa de entrega do seu pedido, mas sem sucesso. %{contact_us} para agendar outra tentativa de entrega."
en,Missed delivery,pt-BR,Entrega perdida
en,"We weren’t able to deliver your order. To schedule another delivery, %{contact_us}.",pt-BR,"Não foi possível entregar seu pedido. Para agendar outra entrega, %{contact_us}."
en,Delivered,pt-BR,Entregue
en,Your order has been delivered,pt-BR,Seu pedido foi entregue
en,"Your order has been delivered to the address you provided. If you haven’t received it, or if you have any other problems, %{contact_us}.",pt-BR,"Seu pedido foi entregue no endereço que você forneceu. Se você não recebeu ou se tiver algum outro problema, %{contact_us}."
en,Your order has been delivered,pt-BR,Seu pedido foi entregue
en,Haven’t received your order? %{let_us_know}.,pt-BR,Não recebeu seu pedido? %{let_us_know}.
en,Choose payment method later,pt-BR,Escolha a forma de pagamento mais tarde
en,Your order has been picked up,pt-BR,Seu pedido foi retirado
en,Your order was picked up at %{location_name} on %{date}.,pt-BR,Seu pedido foi retirado em %{location_name} em %{date}.
en,Contact us,pt-BR,Contate-nos
en,contact us,pt-BR,Contate-nos
en,Need help? %{contact_us},pt-BR,Precisar de ajuda? %{contact_us}
en,Updated %{time_ago} ago,pt-BR,Atualizado há %{time_ago}
en,Not delivered,pt-BR,Não entregue
en,Your order couldn’t be delivered,pt-BR,Não foi possível entregar seu pedido
en,Contact %{company} to arrange delivery.,pt-BR,Entre em contato com %{company} para combinar a entrega.
en,Contact us to arrange delivery.,pt-BR,Entre em contato conosco para combinar a entrega.
en,Your order is complete,pt-BR,Seu pedido foi concluído
en,Let us know,pt-BR,Deixe-nos saber
en,Log in to view all order details,pt-BR,Faça login para ver todos os detalhes do pedido
en,You can find your order number in the receipt you received via email.,pt-BR,Você pode encontrar o número do seu pedido no recibo que recebeu por e-mail.
en,You can find your order number in the receipt you received via text message.,pt-BR,Você pode encontrar o número do seu pedido no recibo que recebeu por mensagem de texto.
en,Not %{name}? You can %{link},pt-BR,Não é %{name}? Você pode %{link}
en,buy this product too,pt-BR,compre este produto também
en,buy these products too,pt-BR,compre esses produtos também
en,Log in to view all customer information.,pt-BR,Faça login para visualizar todas as informações do cliente.
en,Your order has been canceled,pt-BR,Seu pedido foi cancelado
en,Your order was canceled on %{date}. Contact us if you have any questions.,pt-BR,Seu pedido foi cancelado em %{date}. Entre em contato conosco se tiver alguma dúvida.
en,Order number,pt-BR,Número do pedido
en,Enter a valid email or order number.,pt-BR,Insira um e-mail válido ou número de pedido.
en,Enter a valid phone or order number.,pt-BR,Insira um número de telefone ou pedido válido.
en,Log in,pt-BR,Conecte-se
en,Preparing for shipping,pt-BR,Preparando para envio
en,We are currently preparing these items for shipping.,pt-BR,"No momento, estamos preparando esses itens para envio."
en,Current shipment location,pt-BR,Localização atual da remessa
en,Shipping address,pt-BR,Endereço para envio
en,Current shipment location,pt-BR,Localização atual da remessa
en,Pickup location,pt-BR,Local de retirada
en,Items in this shipment,pt-BR,Itens nesta remessa
en,Items preparing for shipping,pt-BR,Itens se preparando para envio
en,Product image,pt-BR,Imagem do produto
en,Description,pt-BR,Descrição
en,Quantity,pt-BR,Quantidade
en,You are not receiving shipping updates.,pt-BR,Você não está recebendo atualizações de envio.
en,Get shipping updates by email,pt-BR,Receba atualizações de envio por e-mail
en,Get shipping updates by email or text,pt-BR,Receba atualizações de envio por e-mail ou mensagem de texto
en,Get shipping updates by text,pt-BR,Receba atualizações de envio por mensagem de texto
en,Submit,pt-BR,Enviar
en,Track shipment,pt-BR,Rastrear remessa
en,Other options,pt-BR,Outras opções
en,Delivery information:,pt-BR,Informações de entrega:
en,Gift cards sent,pt-BR,Vales-presente enviados
en,Or send a link to your phone,pt-BR,Ou envie um link para o seu telefone
en,Track on your phone,pt-BR,Acompanhe no seu telefone
en,Scan with your phone,pt-BR,Digitalize com seu telefone
en,Or send a link to your phone,pt-BR,Ou envie um link para o seu telefone
en,View account,pt-BR,Ver conta
en,Submitted,pt-BR,Enviado
en,In review,pt-BR,Em revisão
en,Confirmed,pt-BR,Confirmado
en,Order doesn’t have a shipping address,pt-BR,O pedido não tem endereço de entrega
en,%{contact_us} to add your address,pt-BR,%{contact_us} para adicionar seu endereço
en,Contact us,pt-BR,Contate-nos
en,First payment complete,pt-BR,Primeiro pagamento concluído
en,In-store purchase,pt-BR,Compra na loja
en,Location,pt-BR,Localização
en,Your order was picked up at %{address}.,pt-BR,Seu pedido foi retirado em %{address}.
en,Ready for delivery,pt-BR,Pronto para entrega
en,We can not store this email for updates. Please try again or use another email.,pt-BR,"Não podemos armazenar este e-mail para atualizações. Por favor, tente novamente ou use outro e-mail."
en,The email you entered already exists.,pt-BR,O e-mail que você digitou já existe.
en,Subscription,pt-BR,Subscrição
en,Continue to your account to view and manage your subscriptions.,pt-BR,Continue em sua conta para visualizar e gerenciar suas assinaturas.
en,Manage your subscription,pt-BR,Gerencie sua assinatura
en,Manage your order,pt-BR,Gerencie seu pedido
en,You’ll receive a text with your gift card in a few minutes.,pt-BR,Você receberá uma mensagem de texto com seu vale-presente em alguns minutos.
en,You’ll receive a text with your gift cards in a few minutes.,pt-BR,Você receberá uma mensagem com seus cartões-presente em alguns minutos.
en,You’ll receive an email with your gift card in a few minutes.,pt-BR,Você receberá um e-mail com seu vale-presente em alguns minutos.
en,You’ll receive an email with your gift cards in a few minutes.,pt-BR,Você receberá um e-mail com seus vales-presente em alguns minutos.
en,Gift card was sent by email,pt-BR,O vale-presente foi enviado por e-mail
en,Gift cards were sent by email,pt-BR,Os vales-presente foram enviados por e-mail
en,Gift card was sent by text message,pt-BR,O vale-presente foi enviado por mensagem de texto
en,Gift cards were sent by text message,pt-BR,Os vales-presente foram enviados por mensagem de texto
en,Resend email,pt-BR,Reenviar e-mail
en,Resend text message,pt-BR,Reenviar mensagem de texto
en,Gift card was resent.,pt-BR,O vale-presente foi reenviado.
en,Gift cards were resent.,pt-BR,Os cartões-presente foram reenviados.
en,There was a problem resending your gift card. Try again or contact us.,pt-BR,Ocorreu um problema ao reenviar seu vale-presente. Tente novamente ou entre em contato conosco.
en,There was a problem resending your gift cards. Try again or contact us.,pt-BR,Ocorreu um problema ao reenviar seus vales-presente. Tente novamente ou entre em contato conosco.
en,VAT invoices,pt-BR,Faturas de IVA
en,Change,pt-BR,Mudar
en,Review,pt-BR,Análise
en,Review and pay,pt-BR,Revise e pague
en,Review and confirm,pt-BR,Revise e confirme
en,Checkout as guest,pt-BR,Finalizar compra como convidado
en,Checkout a different way,pt-BR,Finalizar a compra de uma forma diferente
en,Contact,pt-BR,Contato
en,Billing,pt-BR,Cobrança
en,Ship to,pt-BR,Enviar para
en,Shipping method,pt-BR,Método de envio
en,Payment method,pt-BR,Método de pagamento
en,Change,pt-BR,Mudar
en,Change contact information,pt-BR,Alterar informações de contato
en,Change billing address,pt-BR,Alterar endereço de cobrança
en,Change shipping address,pt-BR,Alterar endereço de entrega
en,Change shipping method,pt-BR,Alterar método de envio
en,Change payment method,pt-BR,Alterar forma de pagamento
en,Pickup in store · %{location_name},pt-BR,Retirada na loja · %{location_name}
en,PO number,pt-BR,Número do pedido
en,Change PO number,pt-BR,Alterar número do pedido
en,Change delivery method,pt-BR,Alterar método de entrega
en,(No address),pt-BR,(Sem endereço)
en,(No PO number),pt-BR,(Sem número de pedido)
en,Due after order is reviewed,pt-BR,Vencimento após a revisão do pedido
en,Review and complete your order,pt-BR,Revise e conclua seu pedido
en,Save card for this location,pt-BR,Salvar cartão para este local
en,Review your information,pt-BR,Revise suas informações
en,Change value,pt-BR,Alterar valor
en,Section,pt-BR,Seção
en,Value,pt-BR,Valor
en,Email me discount codes & news,pt-BR,Envie-me códigos de desconto e notícias por e-mail
en,You are subscribed to receive email news and offers,pt-BR,Você está inscrito para receber notícias e ofertas por e-mail
en,Check your email to confirm your subscription to news and offers,pt-BR,Verifique seu e-mail para confirmar sua assinatura de novidades e ofertas
en,Text me with news and offers,pt-BR,Envie-me mensagens com notícias e ofertas
en,Privacy Policy,pt-BR,política de Privacidade
en,Terms of Service,pt-BR,Termos de Serviço
en,Privacy Policy,pt-BR,política de Privacidade
en,Terms of Service,pt-BR,Termos de Serviço
en,"By signing up via text, you agree to receive recurring automated marketing messages, including cart reminders, at the phone number provided. Consent is not a condition of purchase. Reply STOP to unsubscribe. Reply HELP for help. Message frequency varies. Msg & data rates may apply. View our %{privacy_policy_link} and %{terms_of_service_link}.",pt-BR,"Ao se inscrever por mensagem de texto, você concorda em receber mensagens de marketing automatizadas recorrentes, incluindo lembretes de carrinho, no número de telefone fornecido. O consentimento não é uma condição de compra. Responda STOP para cancelar a assinatura. Responda AJUDA para obter ajuda. A frequência das mensagens varia. Taxas de mensagens e dados podem ser aplicadas. Veja nosso %{privacy_policy_link} e %{terms_of_service_link}."
en,You may receive text messages related to order confirmation and shipping updates. Reply STOP to unsubscribe. Reply HELP for help. Message frequency varies. Msg & data rates may apply. View our %{privacy_policy_modal_link} and %{terms_of_service_modal_link}.,pt-BR,Você poderá receber mensagens de texto relacionadas à confirmação do pedido e atualizações de envio. Responda STOP para cancelar a assinatura. Responda AJUDA para obter ajuda. A frequência das mensagens varia. Taxas de mensagens e dados podem ser aplicadas. Veja nosso %{privacy_policy_modal_link} e %{terms_of_service_modal_link}.
en,Mobile phone number,pt-BR,Número de celular
en,Get offers by text,pt-BR,Receba ofertas por texto
en,You’ve unsubscribed,pt-BR,Você cancelou a inscrição
en,You won’t receive any more cart reminders from us.,pt-BR,Você não receberá mais nenhum lembrete de carrinho nosso.
en,Sign me up for news and offers from this store,pt-BR,Inscreva-me para receber novidades e ofertas desta loja
en,Refund policy,pt-BR,Política de reembolso
en,Privacy policy,pt-BR,Política de Privacidade
en,Terms of service,pt-BR,Termos de serviço
en,Legal notice,pt-BR,Aviso legal
en,Shipping policy,pt-BR,Política de envio
en,Terms of sale,pt-BR,Termos de venda
en,Cancellation policy,pt-BR,Política de cancelamento
en,Purchase options policy,pt-BR,Política de opções de compra
en,Contact information,pt-BR,Informações de contato
en,Cancellation policy,pt-BR,Política de cancelamento
en,Cookie preferences,pt-BR,Preferências de cookies
en,Merchant of Record Terms and Conditions,pt-BR,Termos e Condições do Comerciante de Registro
en,Merchant of Record Privacy Policy,pt-BR,Política de Privacidade do Comerciante de Registro
en,Review your contact information before completing payment,pt-BR,Revise suas informações de contato antes de concluir o pagamento
en,Notifications,pt-BR,Notificações
en,Amount to pay for order %{order_name},pt-BR,Valor a pagar pelo pedido %{order_name}
en,Added,pt-BR,Adicionado
en,Added %{count},pt-BR,%{count} adicionado
en,Removed,pt-BR,Removido
en,Removed %{count},pt-BR,%{count} removido
en,Returned %{count},pt-BR,%{count} retornado
en,Removed %{count} from return,pt-BR,%{count} removido do retorno
en,Payment of %{total_outstanding} is needed,pt-BR,O pagamento de %{total_outstanding} é necessário
en,"Your order %{order_name} was updated. Review these changes, then pay to confirm your order.",pt-BR,Seu pedido %{order_name} foi atualizado. Revise essas alterações e pague para confirmar seu pedido.
en,Your order was updated on %{last_edited_at}.,pt-BR,Seu pedido foi atualizado em %{last_edited_at}.
en,Your order was updated. Review and pay to confirm your order.,pt-BR,Seu pedido foi atualizado. Revise e pague para confirmar seu pedido.
en,Pay now,pt-BR,Pague agora
en,%{currency} (%{currency_symbol}),pt-BR,%{currency} (%{currency_symbol})
en,Your credit card will be charged %{amount},pt-BR,Será cobrado %{amount} do seu cartão de crédito
en,Payment total,pt-BR,Total do pagamento
